timestamp,num_slices,num_vnfs_per_slice,seed,method,accepted,total_energy,total_bandwidth,total_latency,runtime_sec
2025-10-21 15:39:59,4,2,1,A*,4,8.445,160.0,4.0,0.013860225677490234
2025-10-21 15:39:59,4,2,1,ABO,4,3.91,160.0,8.0,1.695033073425293
2025-10-21 15:39:59,4,2,1,FABO,4,10.1775,160.0,8.0,1.7076544761657715
2025-10-21 15:39:59,4,2,1,Best Fit,4,8.3,320.0,16.0,0.0010826587677001953
2025-10-21 15:39:59,4,2,1,First Fit,4,4.285,160.0,12.0,0.0008764266967773438
2025-10-21 15:39:59,4,2,1,Energy-Aware A*,4,8.935,400.0,10.0,0.027849912643432617
2025-10-21 15:40:13,4,3,1,A*,4,15.6825,360.0,8.0,0.14575886726379395
2025-10-21 15:40:13,4,3,1,ABO,4,15.344999999999999,360.0,12.0,6.787238836288452
2025-10-21 15:40:13,4,3,1,FABO,4,15.157499999999999,360.0,12.0,6.7424774169921875
2025-10-21 15:40:13,4,3,1,Best Fit,4,13.26,540.0,18.0,0.0013852119445800781
2025-10-21 15:40:13,4,3,1,First Fit,4,11.485,460.0,18.0,0.001224517822265625
2025-10-21 15:40:13,4,3,1,Energy-Aware A*,4,17.57,610.0,13.0,0.24137568473815918
2025-10-21 15:40:18,6,2,1,A*,6,9.1675,240.0,6.0,0.022065401077270508
2025-10-21 15:40:18,6,2,1,ABO,6,4.365,240.0,12.0,2.639237880706787
2025-10-21 15:40:18,6,2,1,FABO,6,15.007499999999999,240.0,12.0,2.627380132675171
2025-10-21 15:40:18,6,2,1,Best Fit,6,11.33,440.0,21.0,0.0013537406921386719
2025-10-21 15:40:18,6,2,1,First Fit,6,7.1675,240.0,18.0,0.001644134521484375
2025-10-21 15:40:18,6,2,1,Energy-Aware A*,6,9.4025,600.0,15.0,0.04490852355957031
2025-10-21 15:40:38,6,3,1,A*,6,19.305,540.0,12.0,0.11438441276550293
2025-10-21 15:40:38,6,3,1,ABO,6,17.0175,540.0,18.0,10.306567907333374
2025-10-21 15:40:38,6,3,1,FABO,6,18.017500000000002,540.0,18.0,8.742698907852173
2025-10-21 15:40:38,6,3,1,Best Fit,6,24.299999999999997,810.0,27.0,0.0018796920776367188
2025-10-21 15:40:38,6,3,1,First Fit,6,16.377499999999998,730.0,28.0,0.0016601085662841797
2025-10-21 15:40:38,6,3,1,Energy-Aware A*,6,21.880000000000006,940.0,20.0,0.39299631118774414
2025-10-21 15:40:45,8,2,1,A*,8,9.89,320.0,8.0,0.030444860458374023
2025-10-21 15:40:45,8,2,1,ABO,8,4.82,320.0,16.0,3.4940993785858154
2025-10-21 15:40:45,8,2,1,FABO,8,17.542499999999997,320.0,16.0,3.5614852905273438
2025-10-21 15:40:45,8,2,1,Best Fit,8,14.24,520.0,27.0,0.002015352249145508
2025-10-21 15:40:45,8,2,1,First Fit,8,8.05,320.0,24.0,0.0019512176513671875
2025-10-21 15:40:45,8,2,1,Energy-Aware A*,8,9.870000000000001,800.0,20.0,0.06354951858520508
2025-10-21 15:41:09,8,3,1,A*,8,21.596249999999998,720.0,16.0,0.14062094688415527
2025-10-21 15:41:09,8,3,1,ABO,8,22.6975,720.0,24.0,12.419191598892212
2025-10-21 15:41:09,8,3,1,FABO,8,26.32875,770.0,25.0,10.735777854919434
2025-10-21 15:41:09,8,3,1,Best Fit,8,26.339999999999993,1080.0,36.0,0.002643108367919922
2025-10-21 15:41:09,8,3,1,First Fit,8,22.741250000000004,1030.0,39.0,0.0028984546661376953
