timestamp,method,num_slices,num_vnfs_per_slice,seed,node,hosted_vnfs,num_hosted_vnfs
2026-01-07 10:52:51,A*,4,2,1,6,"vnf0_0,vnf1_0,vnf2_0,vnf3_0",4
2026-01-07 10:52:51,A*,4,2,1,2,"vnf0_1,vnf3_1",2
2026-01-07 10:52:51,A*,4,2,1,5,vnf1_1,1
2026-01-07 10:52:51,A*,4,2,1,7,vnf2_1,1
2026-01-07 10:52:51,ABO,4,2,1,2,"vnf0_0,vnf1_0,vnf2_0,vnf3_0",4
2026-01-07 10:52:51,ABO,4,2,1,1,"vnf0_1,vnf1_1,vnf2_1,vnf3_1",4
2026-01-07 10:52:51,FABO,4,2,1,2,"vnf0_0,vnf3_0",2
2026-01-07 10:52:51,FABO,4,2,1,1,"vnf0_1,vnf3_1",2
2026-01-07 10:52:51,FABO,4,2,1,5,vnf1_0,1
2026-01-07 10:52:51,FABO,4,2,1,4,vnf1_1,1
2026-01-07 10:52:51,FABO,4,2,1,7,vnf2_0,1
2026-01-07 10:52:51,FABO,4,2,1,6,vnf2_1,1
2026-01-07 10:52:51,Best Fit,4,2,1,6,"vnf0_0,vnf1_0,vnf2_0,vnf3_0",4
2026-01-07 10:52:51,Best Fit,4,2,1,2,"vnf0_1,vnf1_1,vnf2_1,vnf3_1",4
2026-01-07 10:52:51,First Fit,4,2,1,1,"vnf0_0,vnf1_0,vnf2_0,vnf3_0",4
2026-01-07 10:52:51,First Fit,4,2,1,2,"vnf0_1,vnf1_1,vnf2_1,vnf3_1",4
2026-01-07 10:52:51,Energy-Aware A*,4,2,1,6,"vnf0_0,vnf1_0,vnf2_0,vnf3_0",4
2026-01-07 10:52:51,Energy-Aware A*,4,2,1,2,"vnf0_1,vnf3_1",2
2026-01-07 10:52:51,Energy-Aware A*,4,2,1,5,vnf1_1,1
2026-01-07 10:52:51,Energy-Aware A*,4,2,1,7,vnf2_1,1
2026-01-07 10:52:51,MILP_Gurobi,4,2,1,8,"vnf0_0,vnf1_0,vnf2_0,vnf3_0",4
2026-01-07 10:52:51,MILP_Gurobi,4,2,1,11,"vnf0_1,vnf1_1,vnf2_1,vnf3_1",4
2026-01-07 10:52:58,A*,8,2,1,6,"vnf0_0,vnf1_0,vnf2_0,vnf3_0,vnf4_0,vnf5_0,vnf6_0,vnf7_0",8
2026-01-07 10:52:58,A*,8,2,1,2,"vnf0_1,vnf3_1,vnf6_1",3
2026-01-07 10:52:58,A*,8,2,1,5,"vnf1_1,vnf4_1,vnf7_1",3
2026-01-07 10:52:58,A*,8,2,1,7,"vnf2_1,vnf5_1",2
2026-01-07 10:52:58,ABO,8,2,1,2,"vnf0_0,vnf1_0,vnf2_0,vnf3_0,vnf4_0,vnf5_0,vnf6_0,vnf7_0",8
2026-01-07 10:52:58,ABO,8,2,1,1,"vnf0_1,vnf1_1,vnf2_1,vnf3_1,vnf4_1,vnf5_1,vnf6_1,vnf7_1",8
2026-01-07 10:52:58,FABO,8,2,1,2,"vnf0_0,vnf3_0,vnf6_0",3
2026-01-07 10:52:58,FABO,8,2,1,1,"vnf0_1,vnf3_1",2
2026-01-07 10:52:58,FABO,8,2,1,5,"vnf1_0,vnf4_0,vnf7_0",3
2026-01-07 10:52:58,FABO,8,2,1,4,vnf1_1,1
2026-01-07 10:52:58,FABO,8,2,1,7,"vnf2_0,vnf5_0",2
