timestamp,num_slices,num_vnfs_per_slice,seed,method,accepted,total_energy,total_bandwidth,total_latency,runtime_sec
2025-10-21 14:50:16,4,2,1,A*,4,3.203012987012987,160.0,20.0,0.03963828086853027
2025-10-21 14:50:16,4,2,1,ABO,4,3.2614545454545456,160.0,40.0,0.28325796127319336
2025-10-21 14:50:16,4,2,1,FABO,0,3.224025974025974,0.0,20.0,0.17912650108337402
2025-10-21 14:50:16,4,2,1,Best Fit,4,13.163999999999996,800.0,150.0,0.001384735107421875
2025-10-21 14:50:16,4,2,1,First Fit,4,10.400727272727273,1280.0,300.0,0.0013856887817382812
2025-10-21 14:50:16,4,2,1,Energy-Aware A*,4,5.200727272727272,480.0,60.0,0.31767797470092773
2025-10-21 14:50:19,4,3,1,A*,4,5.364189457601222,360.0,40.0,0.13480091094970703
2025-10-21 14:50:19,4,3,1,ABO,4,5.452883116883116,360.0,60.0,1.3526811599731445
2025-10-21 14:50:19,4,3,1,FABO,0,9.44537356760886,160.0,40.0,0.5072331428527832
2025-10-21 14:50:19,4,3,1,Best Fit,4,29.766000000000005,2340.0,350.0,0.0021886825561523438
2025-10-21 14:50:19,4,3,1,First Fit,4,18.758909090909086,2680.0,440.0,0.0018587112426757812
2025-10-21 14:50:19,4,3,1,Energy-Aware A*,4,6.363012987012986,560.0,60.0,1.3937456607818604
2025-10-21 14:50:20,6,2,1,A*,6,3.3045194805194806,240.0,30.0,0.06158757209777832
2025-10-21 14:50:20,6,2,1,ABO,6,3.392181818181818,240.0,60.0,0.42884159088134766
2025-10-21 14:50:20,6,2,1,FABO,0,3.325324675324675,0.0,30.0,0.28259921073913574
2025-10-21 14:50:20,6,2,1,Best Fit,6,20.603333333333328,1360.0,230.0,0.0023887157440185547
2025-10-21 14:50:20,6,2,1,First Fit,6,10.601090909090907,1920.0,450.0,0.002088785171508789
2025-10-21 14:50:20,6,2,1,Energy-Aware A*,6,5.3010909090909095,720.0,90.0,0.3483009338378906
2025-10-21 14:50:25,6,3,1,A*,6,5.5462841864018335,540.0,60.0,0.211578369140625
2025-10-21 14:50:25,6,3,1,ABO,6,5.6793246753246756,540.0,90.0,2.004652738571167
2025-10-21 14:50:25,6,3,1,FABO,0,9.65092895339954,240.0,60.0,0.7527940273284912
2025-10-21 14:50:25,6,3,1,Best Fit,4,29.766000000000005,2340.0,350.0,0.007586002349853516
2025-10-21 14:50:25,6,3,1,First Fit,6,19.138363636363636,4020.0,660.0,0.0027298927307128906
2025-10-21 14:50:25,6,3,1,Energy-Aware A*,6,6.54451948051948,840.0,90.0,2.032968282699585
2025-10-21 14:50:27,8,2,1,A*,8,3.406025974025974,320.0,40.0,0.08620119094848633
2025-10-21 14:50:27,8,2,1,ABO,8,3.522909090909091,320.0,80.0,0.5782876014709473
2025-10-21 14:50:27,8,2,1,FABO,0,3.437337662337663,0.0,40.0,0.36327362060546875
2025-10-21 14:50:27,8,2,1,Best Fit,8,20.899999999999995,2080.0,330.0,0.003050088882446289
2025-10-21 14:50:27,8,2,1,First Fit,8,10.801454545454545,2560.0,600.0,0.002638578414916992
2025-10-21 14:50:27,8,2,1,Energy-Aware A*,8,5.401454545454546,960.0,120.0,0.4853787422180176
2025-10-21 14:50:35,8,3,1,A*,8,5.728378915202445,720.0,80.0,0.31855297088623047
2025-10-21 14:50:35,8,3,1,ABO,8,5.905766233766234,720.0,120.0,2.806004762649536
2025-10-21 14:50:35,8,3,1,FABO,0,9.867198624904507,320.0,80.0,1.1584675312042236
2025-10-21 14:50:35,8,3,1,Best Fit,4,29.766000000000005,2340.0,350.0,0.01747870445251465
2025-10-21 14:50:35,8,3,1,First Fit,8,19.51781818181818,5360.0,880.0,0.0055119991302490234
2025-10-21 14:50:35,8,3,1,Energy-Aware A*,8,9.73161420932009,1070.0,115.0,3.7326414585113525
2025-10-21 14:50:37,10,2,1,A*,10,3.5075324675324673,400.0,50.0,0.11907243728637695
2025-10-21 14:50:37,10,2,1,ABO,10,3.653636363636364,400.0,100.0,0.7648053169250488
2025-10-21 14:50:37,10,2,1,FABO,0,3.5493506493506497,0.0,50.0,0.5186178684234619
2025-10-21 14:50:37,10,2,1,Best Fit,10,21.196666666666662,2800.0,430.0,0.003682374954223633
2025-10-21 14:50:37,10,2,1,First Fit,10,11.00181818181818,3200.0,750.0,0.003102540969848633
2025-10-21 14:50:37,10,2,1,Energy-Aware A*,10,8.504877005347591,1160.0,145.0,0.6835160255432129
2025-10-21 14:50:46,10,3,1,A*,10,5.910473644003055,900.0,100.0,0.41095662117004395
2025-10-21 14:50:46,10,3,1,ABO,10,6.132207792207792,900.0,150.0,3.7177629470825195
2025-10-21 14:50:46,10,3,1,FABO,0,10.096302521008406,400.0,100.0,1.3585503101348877
2025-10-21 14:50:46,10,3,1,Best Fit,4,29.766000000000005,2340.0,350.0,0.01932835578918457
2025-10-21 14:50:46,10,3,1,First Fit,10,19.897272727272725,6700.0,1100.0,0.004022836685180664
2025-10-21 14:50:46,10,3,1,Energy-Aware A*,10,9.913414820473644,1300.0,140.0,3.915245771408081
2025-10-21 14:50:49,12,2,1,A*,12,3.6090389610389613,480.0,60.0,0.14095616340637207
2025-10-21 14:50:49,12,2,1,ABO,12,3.7843636363636364,480.0,120.0,0.8664944171905518
2025-10-21 14:50:49,12,2,1,FABO,0,3.6613636363636366,0.0,60.0,0.5544629096984863
2025-10-21 14:50:49,12,2,1,Best Fit,12,21.49333333333333,3520.0,530.0,0.004893064498901367
2025-10-21 14:50:49,12,2,1,First Fit,12,11.202181818181819,3840.0,900.0,0.0039958953857421875
2025-10-21 14:50:49,12,2,1,Energy-Aware A*,12,8.604770053475935,1360.0,170.0,0.7279906272888184
2025-10-21 14:50:59,12,3,1,A*,12,8.111819709702061,1080.0,120.0,0.4118056297302246
2025-10-21 14:50:59,12,3,1,ABO,12,6.35864935064935,1080.0,180.0,4.073731899261475
2025-10-21 14:50:59,12,3,1,FABO,0,10.312572192513368,480.0,120.0,1.503431797027588
2025-10-21 14:50:59,12,3,1,Best Fit,4,29.766000000000005,2340.0,350.0,0.02277684211730957
2025-10-21 14:50:59,12,3,1,First Fit,12,20.276727272727268,8040.0,1320.0,0.005861520767211914
2025-10-21 14:50:59,12,3,1,Energy-Aware A*,12,10.100215431627195,1580.0,170.0,4.246161222457886
2025-10-21 14:51:03,18,2,1,A*,18,5.956415584415585,720.0,90.0,0.1970987319946289
2025-10-21 14:51:03,18,2,1,ABO,18,4.176545454545455,720.0,180.0,1.3550446033477783
2025-10-21 14:51:03,18,2,1,FABO,0,3.986688311688311,0.0,90.0,0.8662533760070801
2025-10-21 14:51:03,18,2,1,Best Fit,18,28.383333333333322,5680.0,935.0,0.007170200347900391
2025-10-21 14:51:03,18,2,1,First Fit,18,11.803272727272724,5760.0,1350.0,0.006493330001831055
2025-10-21 14:51:03,18,2,1,Energy-Aware A*,18,8.911978609625667,2000.0,250.0,1.1899282932281494
2025-10-21 14:51:18,18,3,1,A*,18,8.715857906799084,1620.0,180.0,0.6707613468170166
2025-10-21 14:51:18,18,3,1,ABO,18,7.037974025974026,1620.0,270.0,6.23664402961731
2025-10-21 14:51:18,18,3,1,FABO,0,10.963501145912911,720.0,180.0,2.27211856842041
2025-10-21 14:51:18,18,3,1,Best Fit,4,29.766000000000005,2340.0,350.0,0.043408870697021484
2025-10-21 14:51:18,18,3,1,First Fit,18,21.415090909090903,12060.0,1980.0,0.009276866912841797
2025-10-21 14:51:18,18,3,1,Energy-Aware A*,18,13.718768525592054,2520.0,270.0,6.294368505477905
2025-10-21 14:51:22,20,2,1,A*,20,6.079350649350649,800.0,100.0,0.20578646659851074
2025-10-21 14:51:22,20,2,1,ABO,20,4.307272727272728,800.0,200.0,1.4619321823120117
2025-10-21 14:51:22,20,2,1,FABO,0,4.087987012987013,0.0,100.0,0.9075932502746582
2025-10-21 14:51:22,20,2,1,Best Fit,20,28.680000000000003,6400.0,1070.0,0.0074005126953125
2025-10-21 14:51:22,20,2,1,First Fit,20,12.003636363636364,6400.0,1500.0,0.00729823112487793
2025-10-21 14:51:22,20,2,1,Energy-Aware A*,20,9.01587165775401,2240.0,280.0,1.2739880084991455
2025-10-21 14:51:40,20,3,1,A*,20,8.91720397249809,1800.0,200.0,0.7182648181915283
2025-10-21 14:51:40,20,3,1,ABO,20,7.264415584415584,1800.0,300.0,6.81903862953186
2025-10-21 14:51:40,20,3,1,FABO,2,15.142822765469827,900.0,210.0,2.8097262382507324
2025-10-21 14:51:40,20,3,1,Best Fit,4,29.766000000000005,2340.0,350.0,0.04648089408874512
2025-10-21 14:51:40,20,3,1,First Fit,20,22.784545454545455,13300.0,2190.0,0.009303092956542969
2025-10-21 14:51:40,20,3,1,Energy-Aware A*,20,13.937291825821239,2850.0,305.0,7.212327718734741
