timestamp,method,num_slices,num_vnfs_per_slice,seed,node,hosted_vnfs,num_hosted_vnfs
2026-03-24 10:27:08,A*,4,2,1,3,"__ENTRY__,vnf0_0,vnf1_0,vnf2_0,vnf3_0",5
2026-03-24 10:27:08,A*,4,2,1,1,"vnf0_1,vnf2_1",2
2026-03-24 10:27:08,A*,4,2,1,11,"vnf1_1,vnf3_1",2
2026-03-24 10:27:08,ABO,4,2,1,11,"vnf0_0,vnf3_0",2
2026-03-24 10:27:08,ABO,4,2,1,8,"vnf0_1,vnf3_1",2
2026-03-24 10:27:08,ABO,4,2,1,10,vnf1_0,1
2026-03-24 10:27:08,ABO,4,2,1,7,"vnf1_1,vnf2_1",2
2026-03-24 10:27:08,ABO,4,2,1,2,vnf2_0,1
2026-03-24 10:27:08,FABO,4,2,1,3,vnf0_0,1
2026-03-24 10:27:08,FABO,4,2,1,11,"vnf0_1,vnf3_0",2
2026-03-24 10:27:08,FABO,4,2,1,4,vnf1_0,1
2026-03-24 10:27:08,FABO,4,2,1,2,vnf1_1,1
2026-03-24 10:27:08,FABO,4,2,1,10,vnf2_0,1
2026-03-24 10:27:08,FABO,4,2,1,7,vnf2_1,1
2026-03-24 10:27:08,FABO,4,2,1,8,vnf3_1,1
2026-03-24 10:27:08,Best Fit,4,2,1,3,"vnf0_0,vnf1_0,vnf2_0,vnf3_0",4
2026-03-24 10:27:08,Best Fit,4,2,1,4,"vnf0_1,vnf1_1,vnf2_1,vnf3_1",4
2026-03-24 10:27:08,First Fit,4,2,1,1,"vnf0_0,vnf1_0,vnf2_0,vnf3_0",4
2026-03-24 10:27:08,First Fit,4,2,1,2,"vnf0_1,vnf1_1,vnf2_1,vnf3_1",4
2026-03-24 10:27:08,Energy-Aware A*,4,2,1,1,"vnf0_0,vnf2_0",2
2026-03-24 10:27:08,Energy-Aware A*,4,2,1,3,"vnf0_1,vnf1_1,vnf2_1,vnf3_1",4
2026-03-24 10:27:08,Energy-Aware A*,4,2,1,11,"vnf1_0,vnf3_0",2
2026-03-24 10:27:08,MILP_Gurobi,4,2,1,8,"vnf0_0,vnf1_0,vnf2_0,vnf3_0",4
2026-03-24 10:27:08,MILP_Gurobi,4,2,1,11,"vnf0_1,vnf1_1,vnf2_1,vnf3_1",4
